base_BGC	label	core_gene_count	noncore_position_count	A_mean_pairwise_cosine	A_median_pairwise_cosine	A_min_pairwise_cosine	A_std_pairwise_cosine	A_mean_centroid_cosine_distance	A_max_centroid_cosine_distance	B_mean_pairwise_cosine	B_median_pairwise_cosine	B_min_pairwise_cosine	B_std_pairwise_cosine	B_mean_centroid_cosine_distance	B_max_centroid_cosine_distance	N_mean_pairwise_cosine	N_median_pairwise_cosine	N_min_pairwise_cosine	N_std_pairwise_cosine	N_mean_centroid_cosine_distance	N_max_centroid_cosine_distance
BGC0000012	Polyketide	5	123	0.98297183839619229	0.98703426081104473	0.94813828926564081	0.015117475969817796	0.0068393729807530775	0.018174762087140084	0.9925845956206093	0.99471380084358518	0.9828977346060308	0.0045528109605960541	0.002970645957273854	0.0048846849176562568	0.98155250001210326	0.98588322107208004	0.94274098551982921	0.016665969372804585	0.007411900655652115	0.019920499531146718
BGC0000013	Polyketide	2	126	0.98167625573069406	0.98366441604846178	0.96412386013696505	0.0099981368198242757	0.0073576417240143188	0.011971097966051003	0.96215503648389011	0.95247389025136564	0.93424762212880019	0.02085284326692886	0.015302262304585179	0.030373914332167185	0.98151596750791548	0.98338680997745065	0.96357790391194376	0.010065011955400112	0.0074222584966553429	0.012077247999752627
BGC0000014	Polyketide	34	94	0.98512416323546703	0.98928920177177271	0.96347506340353806	0.011204278258012739	0.0059702488327942893	0.013431156751634088	0.96332083853544292	0.97925892552013882	0.89603804170822854	0.036251644463929901	0.014793102973481553	0.046131641886696495	0.98943957510200031	0.9909552017644776	0.97699866519391199	0.0069532944091964099	0.0042341140920421072	0.0080760724628827774
BGC0000016	Other	3	125	0.91034555809719786	0.9040540245713593	0.86649917169169366	0.033452086310656728	0.036560656985574404	0.053351280127978185	0.79342923712436397	0.82281388776376607	0.58540533570684117	0.11421395632060559	0.086567363033039649	0.16436064177357057	0.91090369302345164	0.90304381009216494	0.86810798242546217	0.033293771926343155	0.036329927112848638	0.053040512836001641
BGC0000017	Polyketide Alkaloid	15	113	0.98820986438553415	0.98750720647364343	0.98134084406588784	0.0053120228336388685	0.0047292743871539368	0.0084105545489091549	0.97181282985594886	0.96700990363430583	0.95005520586266345	0.014247489203380715	0.011345683874548396	0.020267318546831836	0.98928260161848236	0.98928242240127195	0.98270780241986566	0.0047705585684275215	0.004297908091444036	0.0073763034115481574
BGC0000018	Polyketide	5	123	0.97484404564738192	0.97850954540130264	0.95724805094339938	0.011157909795179662	0.010115933188997839	0.015729258269598478	0.8058738964746246	0.81639323923777352	0.48635767998470325	0.14936976698035107	0.081513473589461191	0.182727024451111	0.97584460512474303	0.97730968025248355	0.9644519429151962	0.0094312685810806745	0.0097127719572899889	0.013099734120136763
BGC0000019	Polyketide	13	115	0.88381134754590962	0.90537712222784505	0.77647966644354305	0.061476142854226007	0.047826300264414146	0.088740661174303237	0.74595240640842608	0.76362217998074133	0.46469363401856523	0.12548662233070015	0.10925864336709663	0.17148800035582623	0.89050816190414905	0.91305592513707445	0.76522173660674875	0.06388153387551912	0.044974928723133668	0.088931545630781872
BGC0000020	Polyketide	41	87	0.98054232814697306	0.97903254316639587	0.96749944677217026	0.010424271871540639	0.0078175693475086121	0.010164628252913754	0.95065050020501562	0.96203094808655432	0.88508705354065365	0.029791328590731574	0.019955923674472943	0.037590189850460254	0.97440969638311259	0.97511380255334346	0.94553257547663372	0.015594056458125173	0.010291062283738616	0.01741907693927125
BGC0000021	Polyketide	39	89	0.86982692825989627	0.9609710033530674	0.63800075324078787	0.14128614034500947	0.053637123835267794	0.17888584521153417	0.83156603857915956	0.95162730381016125	0.56458402466297819	0.17679041922919675	0.070105990787748068	0.22657245364322309	0.8822102975880497	0.95600788520894531	0.67393353814847035	0.1228506711360528	0.048362476102217375	0.15732334655164859
BGC0000022	Polyketide	11	117	0.99284168192169275	0.9945609349975375	0.98478685070437533	0.0045034727001476175	0.0028677447617866171	0.0057817765544505573	0.98998734866416993	0.98984788607742868	0.98302225929681097	0.0048482885571937738	0.0040135108136704293	0.005483588816898699	0.99231744653040277	0.99453629797861698	0.98358773430605106	0.0045769658199355202	0.003078158646841622	0.0058795885407316728
BGC0000023	Polyketide	14	114	0.9890255479006177	0.98955908980023288	0.98041834361204239	0.0051359370931154651	0.0044015903973281699	0.007413486541686054	0.90389252584209634	0.90088623897149278	0.83071342496617984	0.054935541701319666	0.039224686690148579	0.080787985137951157	0.98892045953971086	0.99146588279364634	0.98007156766853898	0.0062380691578926162	0.0044442804150655272	0.0081533547257726102
BGC0000024	Polyketide	9	119	0.97614789411548863	0.98037739328232609	0.93975688190578122	0.01802097167995708	0.0096030572243585906	0.024686606018704205	0.86120983792388928	0.88945568786512641	0.66795772269664144	0.090646203446220971	0.057577289527188588	0.12169666639758503	0.97738124853411179	0.9820090605025078	0.94334478579059522	0.018193183235381393	0.0091020987644802702	0.024536421622782245
BGC0000025	Polyketide	9	119	0.83745378519546809	0.85694733373931009	0.71395612663237829	0.078245654837697159	0.067702345231801811	0.10998147991206353	0.78319546832992226	0.75990913540468263	0.68613142785016612	0.076898147076576884	0.092882786413952201	0.12470047465126977	0.82877720204828265	0.85512366837864806	0.67128408246679339	0.089451672485096861	0.071435436632241833	0.12264689975052079
BGC0000026	Saccharide	40	88	0.96712060561158908	0.97153634693535706	0.92101116968535968	0.019596637642918545	0.013251868082771456	0.022370813018346203	0.94984629449705982	0.95411286242770488	0.89206848955316054	0.027383690386300129	0.020282174269365537	0.03162016061894779	0.96833731720652627	0.97131884874068497	0.92474089588918573	0.01857105559533679	0.012757856243381039	0.023246703893618048
BGC0000027	Polyketide	24	104	0.98864183121538696	0.98960603042936568	0.97849136437126294	0.0059186480114708957	0.0045580132751945612	0.0075340454489883912	0.98959142814937751	0.99070054313537859	0.97900027556096259	0.0051928409460154906	0.0041742965408166025	0.0062270071612576805	0.98740600666149025	0.98915727550974575	0.97665733009611744	0.0067311718259505009	0.0050563675035741884	0.008110403392526222
BGC0000028	Polyketide	18	110	0.98531558614626724	0.98617996703796384	0.97068278261937946	0.0087491570437172803	0.0058926662010650773	0.01113902414408996	0.88265224573066148	0.90938152275249484	0.74151348909250503	0.082898245751562127	0.04812337054632769	0.10461548109789809	0.98787389405967474	0.98788933555248826	0.97410319003527879	0.007102608325171152	0.0048651445194066723	0.0094788627670322478
BGC0000029	Polyketide	28	100	0.97019411520048349	0.97020595635082607	0.93052122125313652	0.020144241916760966	0.012004947970081493	0.024253722386835319	0.95345147894862892	0.95815758035611065	0.92228045751194299	0.024113407202918019	0.018853587944090821	0.022006846511824385	0.9707406926523614	0.97378299610368735	0.9269950479574256	0.02117646366602103	0.011777458687063813	0.025821909071539806
BGC0000030	Polyketide	7	121	0.97610406008355333	0.98067897778290591	0.9386037499418779	0.018278278019939521	0.0096661004262257322	0.021229692097386565	0.97571578954336791	0.99360618353810581	0.93777163869682023	0.026788212733161426	0.0098107676442493515	0.031775701072111584	0.97549162468618678	0.97978706332446519	0.93759216914903631	0.018183288872716558	0.0099161366478625508	0.020942953404581965
BGC0000031	Polyketide	43	85	0.98966296611099691	0.99043159789567858	0.98320383980340698	0.0047663946468716112	0.0041442091256743922	0.0069245311153298683	0.97265288688182605	0.97815803534915768	0.94998231479584727	0.014464042494843581	0.011030267835960107	0.020468199038617407	0.98811868614756426	0.9894336404132571	0.97667766870796169	0.0076701026083906051	0.004768764677554849	0.011490908806966127
BGC0000032	Polyketide	29	99	0.98574945396559444	0.98596171422787204	0.97874347774527359	0.0058095352397887733	0.0057223000552458995	0.0065760087567023895	0.97271718102413707	0.97178024686049502	0.95905031148886632	0.010173039343956846	0.010987575103405155	0.012459079205600077	0.98361109028315385	0.98226435079602914	0.97352322441848593	0.0075473312924088584	0.0065875842424447887	0.0094070831419593715
BGC0000033	Polyketide	74	54	0.9546980811512803	0.96661524908165797	0.86620055013005781	0.040212473728668013	0.018340450579262459	0.046699740217180152	0.94254456726063984	0.95679456257220985	0.84049201232659565	0.044612106412616495	0.023337030727674346	0.04936789081036641	0.94989590223812925	0.96497779131994599	0.87881717739595822	0.040361683679218774	0.020259388802144396	0.049802552403881872
BGC0000034	NRP Polyketide	21	107	0.96645520245136063	0.96854972374137871	0.95056424981721488	0.0087118898077591465	0.013515214618917405	0.016082576556940897	0.92415895973948836	0.93533548107357622	0.84132886421354447	0.049704612336263866	0.030901262761627569	0.0710713545127164	0.96657505237872177	0.96695120540523838	0.95394196916409946	0.0076047620961743846	0.013467395902673629	0.016281522345320432
BGC0000035	Polyketide	41	87	0.98348363749412537	0.98953798222922384	0.96066158076036146	0.012610021184334415	0.0066288333516955292	0.017132956751024331	0.91559281075800869	0.92610991316065017	0.83293141142544835	0.053504133496664434	0.03436939554817655	0.080566842568324359	0.98882657405673702	0.98970740447997685	0.97620671266320269	0.0072820088029663475	0.0044794291864301396	0.0093944504019390918
BGC0000036	Polyketide Saccharide	43	85	0.99154024211058311	0.99264115114527929	0.98298619364763151	0.0043254274255024386	0.0033905627097715386	0.0052097598945272106	0.98459713558551587	0.98794939697569029	0.94967115211806852	0.014064783226457298	0.0061810842674177692	0.015159955843503936	0.99189557816521212	0.99149192728863822	0.98750352012319365	0.0029292491740869394	0.003248320917597902	0.0043777666709763352
BGC0000037	Polyketide	1	127	0.956441774269565	0.9503691548526163	0.92162413322822445	0.022556143161532635	0.017584959638733168	0.02748570094660352	0.93275494098613865	0.93264179353233323	0.88345031371730365	0.036930450549790321	0.027314642324631145	0.051038392956312406	0.95647256545042814	0.95076801791650989	0.92121682349436251	0.02268611402674485	0.017572363888148423	0.027755542762912366
BGC0000038	Polyketide	24	104	0.98235931962591538	0.97924674048161042	0.96767089695383957	0.010207203022399643	0.0070865576425422905	0.013440688612116225	0.93686739865249691	0.92649063561203693	0.86063730153245865	0.041424435371616421	0.025613822302992806	0.052370147988069049	0.98661433049543046	0.9839741672814416	0.97990221720268145	0.0064620836212220846	0.0053717553364445395	0.0092176981973602912
BGC0000039	Polyketide	9	119	0.97522471141756617	0.9823902329638835	0.94120277115734807	0.01979967721361886	0.009961575410310463	0.025732895533561173	0.97414912120014741	0.98469221359560732	0.93393689391607404	0.02082397198298051	0.010395490689752807	0.027471662845277356	0.97482212571339422	0.98199916215173122	0.93925224362746951	0.019880387198746706	0.010124533090331988	0.025668015234592279
BGC0000040	Polyketide	28	100	0.96888151008673906	0.98713458924274688	0.92119528287734642	0.02918405532022332	0.012535662173701435	0.037432689161826516	0.90767699417313596	0.91927493794705117	0.77337957428979387	0.07294525943792117	0.037847312963079305	0.090195688472822555	0.97497848471019333	0.98589995909768546	0.93316376405462664	0.022330625229799866	0.0100624250809489	0.028673518353076299
BGC0000041	Polyketide	2	126	0.94292316376052321	0.94537608894992264	0.90666679172849385	0.029541148161138696	0.023104661488684331	0.046321630231330513	0.58832616060930065	0.58970396372376888	0.26228465642290377	0.1711283007942519	0.18243592950562812	0.36707540525607185	0.94393061118410093	0.94474211783246198	0.90895145544050027	0.028020762449903924	0.022691167651244792	0.044351545182543139
BGC0000042	Polyketide	40	88	0.99570241515377089	0.99580420518360091	0.99208071035754897	0.0018584220139972233	0.0017205668581904642	0.0030748505449884611	0.98904345464884735	0.98846867343102773	0.98167133894883496	0.0051111372338839521	0.0043927361528956375	0.0070125550181020513	0.99552336023363419	0.99592406867317584	0.990322561401489	0.0022152858686853181	0.001792452593112781	0.0030516812120355841
BGC0000043	Polyketide	4	124	0.94011264707565867	0.92615131805963791	0.90637635600502109	0.030992807447269941	0.024318500064158276	0.045459182269492859	0.74264034157112901	0.84316795958820179	0.33053118592468622	0.23152940213977066	0.11151458225653155	0.36025725799305719	0.94245471912729939	0.92916687811504961	0.91157578745333867	0.029618675574189426	0.023350857078805555	0.045063965167500886
BGC0000044	Polyketide	9	119	0.92246505927868439	0.91118074845436614	0.83330638440121574	0.052708990394371887	0.031515319728785428	0.072972610636445667	0.8583046143045685	0.86264255032505521	0.68179733000182741	0.10861365801470217	0.058430015724331132	0.14530322356407388	0.92512951535069043	0.9128429013855397	0.83733983205411855	0.0493845529542071	0.03041731739959954	0.068308543007761457
BGC0000045	Polyketide	8	120	0.96673113885366979	0.9682214910001451	0.91889783077949194	0.020257051582258118	0.013401715912696144	0.024612701065402476	0.95691416958418696	0.96858534196184165	0.91146364976697358	0.024727735698697906	0.017390894813888245	0.02912409752924483	0.96665779560934362	0.96746860981798122	0.91864241544056036	0.020308195366318817	0.01343256782884783	0.024515931896912035
BGC0000046	Polyketide	6	122	0.9488368712707167	0.95784680944824485	0.89955325821561061	0.029976107622969237	0.020749184042532343	0.039704274048702692	0.95302052557174177	0.9803360634165752	0.87654099380373929	0.045150860132417189	0.019066820241551218	0.064207325480126864	0.94737028312155991	0.95449734056378988	0.89967595150660118	0.030577205819086035	0.021347482116792361	0.038584043877013086
BGC0000047	Polyketide	31	97	0.98951540233141366	0.990973783581931	0.97509985988681958	0.0072978103333720349	0.0042031110167603638	0.0097680577329002372	0.9717809962380668	0.97218622511144037	0.93732766740653395	0.015758781952814896	0.011358808653003271	0.019055302935235163	0.99058790764597793	0.99083505796637117	0.98234771478507676	0.0062140328155282599	0.0037721126134983461	0.0084755255607363855
BGC0000048	Polyketide	20	108	0.98213499675283222	0.98683394577813655	0.95742381891268136	0.011875710002042269	0.0071768467938780004	0.015146733992440264	0.99415110110889471	0.99564233765452848	0.98653114363175298	0.0043204696717412368	0.0023433768676634605	0.0059926906805667368	0.97753462975093564	0.98492884935134317	0.94260894037312593	0.016222912893734103	0.009034890410935659	0.020603969340291073
BGC0000050	Polyketide	8	120	0.93865159366784445	0.93968380752900837	0.8819643585357112	0.029685751595910671	0.024901658050677945	0.043610311054995132	0.64372511924285403	0.77952590119324316	0.24709508868317784	0.28546975041669048	0.15630129298500409	0.50851860940275995	0.9431213390264247	0.93927743967380839	0.90275129699682533	0.024832249948150604	0.023067060743729485	0.034071101638171175
BGC0000051	Polyketide	10	118	0.98993540772414046	0.99118084195622158	0.97438293418297606	0.0070492113838506489	0.0040345878982270822	0.009122674931293373	0.90554622860295697	0.90076303732500662	0.85420345399384034	0.041592811996542092	0.038768360528301439	0.046044735142656723	0.9912500546484786	0.99275460432185025	0.97713963356679368	0.0066653039097685661	0.0035064512315678086	0.0086642172599308287
BGC0000052	Polyketide	28	100	0.96024445750237442	0.96458476508770352	0.90903312110136225	0.029323536316079171	0.016057083075594301	0.034521729740836782	0.90364252797260425	0.92439321658823403	0.8061205208571538	0.05833012993656124	0.039476803110772195	0.069695013768084291	0.96772471143978722	0.97280420533785872	0.91935504349042985	0.023874941116404862	0.013007649326513859	0.026227633574414044
BGC0000053	Polyketide	24	104	0.9799903077292329	0.98387468661092203	0.95816184394523496	0.011733282420043257	0.008038379792413064	0.013155335981462124	0.9796604167424714	0.98335227461779418	0.95437494457333005	0.01406237495386958	0.0081865804431479512	0.018565587822032215	0.97629674103180564	0.98119605604255944	0.94686496299920342	0.014717169859910889	0.00952797041800677	0.016190127493450501
BGC0000054	Polyketide	31	97	0.98442499955338625	0.98518543913507839	0.97386358034760079	0.0066673567043906033	0.0062639327132415715	0.010833576656906985	0.96150088689068158	0.95627860499669293	0.93318542773768065	0.019220776675673651	0.015590773077709553	0.032278476997501193	0.98461858653780043	0.98299768568271229	0.9772296386590984	0.0060621561240563138	0.0061818885956130163	0.0080957582450120746
BGC0000055	Polyketide Saccharide	23	105	0.98667920719206781	0.98808291545691784	0.97387810199955505	0.0076251870133201075	0.0053446194449293218	0.011847533957935585	0.9868205625495442	0.98471132037950748	0.97966250918590692	0.0055526557679297555	0.0052885424971388373	0.0089318291920514881	0.98470416171757691	0.98728804344330146	0.96892701485874144	0.0091820231459760811	0.0061422385666752176	0.014377175464810876
BGC0000056	Polyketide	3	125	0.9450836322973849	0.96533991404766462	0.8497899268801784	0.049521009839140921	0.022333198970996993	0.058518400599215536	0.90854496568573739	0.93443536535838811	0.8018532793942531	0.05901099698336669	0.037601444173056754	0.0645183364020675	0.94468101588638675	0.96425913615970849	0.84805669570643605	0.049737071263631763	0.022497166277307488	0.058645879139301527
BGC0000057	Polyketide	10	118	0.97784408175754201	0.98384192947777094	0.93967406843010126	0.016588423111032004	0.0089055280414863432	0.019625308155956533	0.95795057212101642	0.96600766076389699	0.90945900511251998	0.026562079526655756	0.016970097273669382	0.029793368649248642	0.97742627649944414	0.98334197142323188	0.93791585111987597	0.017463879518152179	0.0090743135169218721	0.020986586402456653
BGC0000058	Polyketide	8	120	0.98019656304779557	0.98031213622118596	0.95705745077036264	0.010859294902977689	0.0079537288643148022	0.01504444333628463	0.93517657258099174	0.93514603524897189	0.87623184577552793	0.033193009398555615	0.026324404244797605	0.052480967458226502	0.98082701863595401	0.98135465282299539	0.95878367775947149	0.0103479338875001	0.0077000187092796102	0.015319064543734551
BGC0000059	Polyketide	13	115	0.97359886260242123	0.97790648072476161	0.93737072801848009	0.01504048769268302	0.010618461247250211	0.022099282805068565	0.90827026218054319	0.90807631671256028	0.79758052486993591	0.054462674394630609	0.037446424449113967	0.071770229914235872	0.97702513002476132	0.98188804460291501	0.94821058637418909	0.012257665047948695	0.0092348016381505801	0.019047136669807396
BGC0000060	Polyketide	21	107	0.97000198777041824	0.9714935529949138	0.9338588185450919	0.020002277713566986	0.012107355382050078	0.021883896407520309	0.89274856091408983	0.90369426193966262	0.77310021623329317	0.067028965665789947	0.044550316051794533	0.086312875183670923	0.97219518615876177	0.96695179217330796	0.94466820424104714	0.01627605993392758	0.011206608789801797	0.019970975285050763
BGC0000062	Polyketide	16	112	0.96605458871062344	0.96601682831963087	0.92813862079093812	0.021680707488900917	0.013716590042899624	0.028406075601531411	0.98149583853093725	0.98131083811982789	0.96591152529699376	0.010876935710892764	0.0074320681475933178	0.01445460628608386	0.96103906753504431	0.96001435221086284	0.91566187710713509	0.024724768909201476	0.015775712236076454	0.031738459494972115
BGC0000063	Polyketide	17	111	0.96526189419341279	0.97097973436295315	0.91686270904601574	0.026786302720005237	0.013995753005264722	0.02361787307226404	0.99193149204012165	0.9927190677403146	0.98514513690174865	0.0048209287871676613	0.0032334322165311624	0.0050149190402152266	0.95770913437063998	0.96474700885695364	0.89792937822819874	0.032762740710908185	0.017063935205439938	0.029428410631552882
BGC0000064	NRP Polyketide	1	127	0.97556464708621748	0.97532084105257333	0.95726757176848576	0.0089017138789847794	0.0098267122964646788	0.014162116451075457	0.64972509927114641	0.64128933926324883	0.37092450002933214	0.19375564893593164	0.15247537942426784	0.30551685950989838	0.97594740312588735	0.97586262936555301	0.95743225008699573	0.0089580654602799681	0.0096717707982540754	0.014154940907447289
BGC0000065	Polyketide	30	98	0.96890509185124896	0.97204816794469973	0.94742187914082299	0.01444289382244617	0.012533436233918626	0.020981107255854892	0.73956529109223312	0.71758284195041133	0.58222331678802308	0.10315407056826768	0.11106136834859175	0.13962015758754565	0.98504606800665795	0.98648362337322748	0.97320029266092734	0.0068472318951289168	0.006012492352739751	0.011914412274649511
BGC0000066	Polyketide	23	105	0.96550961498786381	0.97660594649064014	0.92852555552989247	0.024855101091222378	0.013894059981530215	0.035249801343478881	0.90264201367113139	0.93242136022930633	0.78600440913535652	0.082656040452834978	0.039799530604534963	0.11053756245735069	0.97180097700215151	0.97565795346761397	0.94683529908700403	0.016209078297961036	0.01134488600032948	0.023883782310192725
BGC0000067	Polyketide	4	124	0.97184887399923969	0.97771488456077371	0.94241012062007734	0.016329452485238788	0.011356531269450442	0.017582803979117601	0.83660963109763387	0.84052653975659208	0.68484674936420864	0.10166973740315431	0.068190813918106843	0.16315517368440791	0.97210394410679657	0.97986164353637983	0.94586910502998389	0.015762283151408523	0.011250948075942957	0.015797196773342903
BGC0000068	Polyketide	13	115	0.83205009840252975	0.82991858821439568	0.79276605586261806	0.029717604667808796	0.069899538032625719	0.079944079751455455	0.55119569763707044	0.61795504675499779	0.30474158454480316	0.14958976829226292	0.20000818108853485	0.27905815293186409	0.84307985659394136	0.84199302112520946	0.78180912856400087	0.031217382424299826	0.065076000057442143	0.077236534597374118
BGC0000069	Polyketide	21	107	0.98951174751245696	0.98989358169828301	0.98072493886692391	0.0036587830609954158	0.0042085343501059745	0.0063364755580160859	0.93426330610248487	0.95446102367987684	0.83904573137416671	0.060154896750507128	0.02665673908184556	0.07582362836775014	0.99023232016668261	0.98968091647200263	0.98518222316377757	0.0036748709208025681	0.0039180714233894463	0.0054354250673998017
BGC0000070	Polyketide	21	107	0.9948167170747505	0.99589405755513738	0.98823285113057613	0.0032757414085825345	0.0020775855466868887	0.0047667332877648905	0.99470561710088723	0.99458110988575621	0.98765320754526675	0.0034959728309707431	0.0021206819159324207	0.0046256057464733047	0.99368000097347609	0.99477388130379607	0.9847743207394497	0.0040742697975162025	0.0025344723560457583	0.0056570690082300423
BGC0000072	Polyketide	7	121	0.98790807178529083	0.98972411708293906	0.96754449380989715	0.0083111266817330314	0.0048561900674381374	0.0098615762883279556	0.68988612724034726	0.78424061704964942	0.30032101497205105	0.21635573983913683	0.1366645796516878	0.34886770153028968	0.98976478758086572	0.99245628133010499	0.9716006301720167	0.0074930735456467537	0.0041068065588829358	0.0091042907325855627
BGC0000073	Polyketide	9	119	0.97971640609508237	0.97789877199420006	0.96608943123034019	0.010674252821046712	0.0081499697037398684	0.015958331227555633	0.9345939432931536	0.9553360452749613	0.80881282057076853	0.052280418530400025	0.026565326931149769	0.063283972153509005	0.97696535109885152	0.97556176883004231	0.95893176907256505	0.01208423769936604	0.0092608643659070067	0.018312143578496087
BGC0000074	Polyketide	30	98	0.96314969384784432	0.96416939602848639	0.91602206070478565	0.025174641972805663	0.014852205137631126	0.029062464288491463	0.95557602612609593	0.95388253499001219	0.92092716685519516	0.023212112585422752	0.01796362754580556	0.028943402043735356	0.95738630798353308	0.95613246844545652	0.90775181784040526	0.030875057580033536	0.017196937521916467	0.035573360114057206
BGC0000075	Polyketide	31	97	0.96904548502078658	0.97592462921841949	0.93145734122708312	0.021125577588445639	0.01246198855463212	0.030088829320555788	0.95680960043198271	0.96230402229855028	0.90719928831943009	0.02315236644907798	0.017453336967519405	0.034319695316497256	0.96272761775758975	0.96747712492642446	0.92519346768164712	0.021816339079417126	0.015027077199170579	0.031153749411327536
BGC0000076	Polyketide	9	119	0.99409145987080905	0.99560219575372355	0.98539877219585459	0.0045061189424163983	0.0023663668608950861	0.0060535701278393583	0.99367619230668769	0.99468658062202098	0.98842182268117618	0.0034299751896307721	0.0025334832123245833	0.0043783730006404786	0.99392470512502518	0.99535138463170436	0.98514199118155321	0.0046185953952164582	0.0024332079860384993	0.0062352778538040665
BGC0000077	Polyketide	10	118	0.9912489783713081	0.99263698435675285	0.97973028282616381	0.0053272372779933448	0.0035067818010858344	0.007094465956955176	0.98675515040354167	0.99039652787584109	0.96891608003949337	0.011229020098731156	0.0053127509776224272	0.01466837220347017	0.9908839216759997	0.99230477936489092	0.97958836698266871	0.0054442390682187805	0.0036534488734158987	0.0070724479756328895
BGC0000078	Polyketide	75	53	0.98320646666344447	0.98330365971529243	0.97177584468522105	0.0060572049757653054	0.0067443096784471912	0.0086128294340799272	0.98275204027254348	0.98491082020452303	0.97156052776278989	0.0079589261588938597	0.006925787874797207	0.0094561716576132548	0.95289366514303953	0.95440636666880119	0.91725440761927435	0.026128533015272404	0.019034020912731587	0.04146420429887121
